Id,Comment,Label
85,vấn đề bên đấy còn sai do tot gà có 2 cup c2 trc đó nên tính đến bây h tot có 3 c2,0
87,Cay à,0
89,"Nó là fan man đần mà, gáy to lắm",2
91,Pts thêm chữ mùa này vào là fan Pháo nó câm như hến thôi :)))),2
93,Cúp bất bại big six là cup quý giá nhất,0
95,Cho dù thế nào nữa mình mãi yêu arsenal tình yêu không thay đổi,0
97,Thế là fan arsenal lại đi cổ vũ cho mu à,0
101,Thế danh hiệu châu âu của ars là dh nào v cho mik hỏi mik ko bt tht,0
103,mấy thằng đần pháo này mày cay cái gì có đúng là mùa này cm 0 dh châu âu k,2
105,Ko C1 ko C2 ko C3 cay à,0
107,Ars = Everton về số danh hiệu châu âu thôi,0
109,Nhưng phải công nhận Tot mùa này hơn mình về mặt thành tích.,0
111,Cay,0
113,Đúng rồi ko tìm hiểu j cả tot có 3 cúp châu âu rồi,0
115,Quý page có đang hơi cay khum ạ,0
117,Thì đã có đâu mad,0
119,"ủa m bị ngu hả ad, chỉ tao xem nó có nói từ năm nào tới năm nào ko mà cay thế",2
121,Đỏ hết 2 hòn à ad,1
123,Chắc Chelsea chuyển sang thành Mân rồi à? Pháo có 2 cup châu Âu rồi. Nhìn bài đăng biết fan đội đua trụ hạng rồi,0
125,"Mờ u vô địch, trong lòng người hâm mộ",0
127,Có hẳn 2 danh hiệu nhá,0
129,nằm trong nhóm xém rớt hạng mà tưởng đâu ngon,0
131,chắc là họ nói năm nay thôi chứ quá khứ móc lại làm j.nói quá khứ thì họ lại sai quá.bạn ovtk quá r,0
133,Bọn đói tương tác mới đi làm ba content bèo,2
135,Nói người ta “thiếu kiến thức” và “sai thông tin” rồi khuyên “uốn lưỡi 7 lần” và “tìm hiểu thật kỹ” thì bản thân mình cũng nên làm điều tương tự như thế bạn nhé.,2
137,Xuân bắt đầu buông hạ trắng tay,0
139,Cuối tuần cả london đi diễu hành trừ...,0
141,Thua nín,1
143,Thua thì nín,1
145,"Page 247 là page ó c c.ho lâu rồi,",2
147,Đợt khịa real 5-1 thì giờ bị lại là chuyện thường tình,0
149,AD là 1 con mân đàn.k lạ,2
151,Cay =))))),0
153,Nghe nó cứ cay cay gì ko á,0
155,Add này nên nhìn toàn cục… See more,2
157,Cay,0
159,Có mà,0
161,chấp nhận thôi :))),0
163,Nhường chai nước c2 cho mấy đứa. Chứ ham hố gì c2,0
165,Arsenal về nhì mà,0
167,Ơ cay cay cayyyy,0
169,Có chống cự nhưng không đáng kể :))),0
171,kệ đi mấy thk nhóc fan hùa,2
173,A xê nồ vô địch C2 C3 thì có chứ chưa từng vô địch C1 thôi,0
175,Suốt ngày kêu Mu ăn mày quá khứ trong khi lôi cái cup lozl j từ thời bố thằng ad đang ỉa đùn ra khoe. Đúng bọn pháo đầnn,2
177,Pháo thủ cay nhất vn,0
179,Tot có 3 cái c2 mà có phải 1 đâu,0
181,"Tạm nhi Arsenal
Chuông kỳ bu của b đều thật",0
183,"Nói tóm lại là "" cay "" cho nhanh dài dòng làm gì",0
185,Chắc cay lắm,0
187,pháo 0 cay MU mới cay,0
189,Ý là page cũng cay hả,0
191,Dành cả thanh xuân để chứng minh mình có cúp ^^,0
193,Mình dở hơn thì chấp nhận thôi,0
195,Trang Báo Chó Đó nó Viết Content Ngu như chó bữa giờ,2
197,Thậm chí ars vẫn có cup c2:),0
199,nghĩ cũng cay thật,0
201,"Ời thì biết
hơn mỗi Fulham",0
203,Thoy bỏ đi,0
205,cay r,0
207,Đúng r kp cãi,0
209,Cay cay,0
211,Không đc,0
213,Cay lắm r kk,0
215,Càng giải thích như chuyện hài,0
217,Trương Hải Đình tag Hiếu ngoonờ vô chơi,0
219,Éo có cúp thì nín,1
221,"Bú cái C2 lại gáy vang trời, gáy hơn gà trống sáng",1
223,Chấp nhận vào hang thôi,0
225,Cay thía,0
227,May quá Chel có cup nên không bị lôi ra khịa =))),0
229,Dái đỏ hỏn,1
231,Tiếc quá. Ars ko thể vô địch C2 vì phải đá C1 :)),0
233,Lúc đá C1 troll người ta C2 chả thấy nói gì ? Người ta troll lại thì nhột gay gắt,0
235,Đừng nói nữa chưa đủ nhục à,0
237,Cái cup hội chợ cũng tính hả :)))))),0
239,Tính ra vẫn thua nó thôi chứ lên post thể hiện độ cay làm gì :))),0
241,Cay cay lắm,0
243,Kiên Nguyễn cậu hỏi Quang Huy xem nhà còn nhiều ớt ko mang cho tớ ít,0
245,Kệ con mẹ chúng nó thôi . Đợi đến lúc bốc thăm C1 C2 C3 thì coi chúng nó có đăng gì về MU ko :)))),1
247,Mấy cái trang kiểu này t chặn từ lâu r. Rác lắm,1
249,Sai à :)),0
251,Chấp chi mấy đứa 9 điểm 3 môn,0
253,Cay gì thế cu,0
255,cay à,0
257,"Chelsea ko lên tiếng, mấy đàn em ở dưới quậy quá nha.",0
259,Kèo này của #86bet cực thơm !!! Người mới săn thưởng ngay Code 86K: https://rebrand.ly/86betcodevip,0
261,Cho những ae chưa biết,0
263,Đây chỉ là 1 trang tin điện tử chuyên đưa tin về thể thao thôi,0
265,khóc lóc r,0
267,Đỡ phải lau cúp càng khoẻ sao đâu,0
269,Mấy thằng ra status với cmt đúng đt chúng nó chỉ để coi sex........ LÀM ƠN THẰNG NÀO ĐI KHỊA THÌ VÀO GOOGLE TRA GIÙM TAO CÁI...... Hoặc cmt hay ra status thì ghi kèm dòng chữ.... TÔI BỊ NGUU dùm.... Thân ái,1
271,thắng làm vua thua bị troll :((,0
273,Nó bảo mùa này thôi mà làm gì căng,0
275,"Con hơn CHA là nhà có Phúc mà, chuyện rất bình thường",0
277,Cay đi. Ha ha.,0
279,Lần đầu tiên hả nhóc ?,0
281,Cay thật cay.,0
283,A: Học ngu.,1
285,"Trận đấu mà có 70p , là bố mày có C1 rồi ,",1
287,"Nó nói đúng rồi còn gì
thà cúp cùi bắp còn hơn tới tứ kết bị loại kkkkk éo có gì kkkk",0
289,Chú tư lại nhảy ngược lên vì tự ái,1
291,Lải dựng ngược lên rồi.,0
293,"Công nhận bọn viết báo của thethao247 đ có kiến thức gì cả, Tot gà nó có 4 cup mà, 1 ở đâu",1
295,Đừng buồn họ nói đúng mà,0
297,thắng làm vua thua bị troll :((,0
299,kệ mẹ nó,1
301,chắc là k cay đâu,0
303,t fan ars mà t thấy bài này t quê dùm :))) vậy thôi cũng cay,0
305,đoán vội ah pháo cay,0
307,Quang Vinh Vũ pháo cay,0
309,Tao fan MU còn cay,0
311,cay,0
313,A a uống sữa thôi,0
315,Cay hơn mỳ cay,0
317,Vắt mũi chưa sạch,1
319,cay,0
321,Bạn cay à ?,0
323,Thach Nh nhìn ad tội quá,0
325,Lện bài thế này chắc cũng ko cay lắm đâu,0
327,à cay à,0
329,Nhựt Khoa thôi mấy cha ơi mấy cha thua còn lắm mồm bày đặt lôi chuyên môn mới chịu,2
331,Cay,0
333,Bọn này toàn đăng fact bịa mà :))),1
335,"Bạn cay à, ngta khịa để bạn cay đó, bạn cay là đúng ý ngta rồi hý hý",0
337,Page này nó Fan cứng 7 Đĩ và Manchester United ....nên làm vậy là bt,2
339,cay,0
341,"Xuân bắt đầu buông, hạ trắng tay",0
343,qua còn gặp trong group “ Tôi yêu Arsenal “ luôn. Chả biết có yêu thật k nữa =)),0
347,Ngọc Khang Phạm cay này b,0
349,Toàn bọn làm truyền thông câu like.,2
351,trang đó mình ko theo dõi nó là chuẩn,0
353,cay,0
355,Thế có c1 chưa,0
357,"Thêm dòng ""thế kỷ 21"" nữa là được chứ gì",0
361,Hung Ngoc Nguyen tính ra có đứa vẫn cay hơn mu =))))),0
363,:)))) nay xôm vãi ò,0
365,"Cúp của Asr là cúp thắng real ở c1
chứ còn bao năm nay có cup gì đâu , đầu mùa đá như rồng cuối mùa chuông kì bu , epl lẫn c1 ngu đều",1
367,Danh hiệu châu âu thì đúng rồi còn gì. Có bảo danh hiệu quốc nội đâu,0
369,"Tính từ lúc nó đẻ ra thì đúng mà
trước đó thời ông bà thì sao nó biết dc",0
373,Cay cay kkk asr vô địch cúp gì thời điểm nào vậy ?,0
375,Ars có cl c1 c2 có cái quần què à còn thua cả tot nottingham aston,1
377,Tính thành luân đôn tóp vẫn là chú tư ngu nhất so thành tích ba thằng phía trên,1
379,Hơi thô mà ng ta có nói sai đâu bạn. Thôi chádp nhận cứ thế thôi hẹ hẹ hẹ,0
381,Ai bảo Ars không có cup? Đội bóng đó vừa tiếp tục dành cú ăn 3 đấy,0
383,"Gửi cái hình cho tụi nó câm là được, cãi chi mệt :)))",1
387,Winner cup 94 cũng có thể coi là C2 khi đó . Inter-Cities Fairs Cup năm 70 cũng là tiền thân của Uefa cup . Nhưng những cup Pháo thủ dành đc đã bị khai tử . Mà đã là khai tử thì chắc là ko ai tính vào,0
389,"Kênh đó chuyên đăng bài kik war mà,",0
391,troll cũng sai nữa,0
393,Nói chung trang thể thao toàn khịa để fan vào chửi nhau,0
401,#doibongtoiyeu,0
411,Chúc mừng anh em thành London đã có 1 mùa giải xuất sắc nhưng đừng có đánh tráo khái niệm thành công kiểu múa riều qua mắt thợ. Cúp FA rồi vô địch C2 nhưng tổng giải thưởng 2 giải này có bằng 1/4 số tiền Arsenal thu về từ Champions League chưa tính á q… See more,0
413,Đề nghị bọn Pháo đần đầu mùa đăng ký CUP nào quan trọng đối vs tụi mày nhé. Chứ ko cứ rơi CUP này kia lại bảo buông ko thèm. Ko thèm CUP thế lập ra cái Emirate cup mời hẳn 1 đội đá chung kết làm gì ?,2
415,Ha Minh Chien cáy cay,0
419,"Bên ấy ghi thiếu! Mùa 2024 - 2025. Những mà Anh Em Arsenal vui đi, bớt 1 đối thủ đua cup C1 năm sau",0
423,"Vòng Bảng đã khép lại với vị trí thứ 4 chung cuộc dành cho GAM, cùng hướng đến Vòng Tuyển Chọn thôi nào! ",0
425,"Tự hào quá
đội tuyển tồi yếu",0
427,"Các bạn yên tâm GAM giỏi nhất là trừng phạt sai lầm của đối phương, nhưng nếu đối phương không mắc sai lầm thì GAM làm gì, tôi cũng không biết nữa",0
429,Cố lên GAM Esports LoL,0
431,T chưa hiểu lắm.thằng SHG bằng cách nào mà nó đập đc thằng CFO để đi cktg vừa rồi nhỉ,0
433,năm nay 3 đội Việt Nam tranh nhau 1 slot đi cktg,0
435,Vua hành gà gặp mạnh thì yếu,0
437,Nên luân chuyển thay phiên giữa emo và erest nhiều vào,0
439,"Sao có 8 đội nhỉ, 10 đội mới đã",0
441,"Tự hào quá nay top4 và có lẽ trận sau là trận cuối luôn
. Đội tuyển tôi ngày càng yếu",0
443,Cook từ vòng gửi xe hahah,0
445,Hay quá đội tuyển tôi yêu,0
447,Hơn bọn vân king đài rồi,0
449,sắp tới là nội chiến vcs rồi :)) liệu có bật mode bố vcs ko,0
451,khó nhỉ,0
453,cố lên gam ơi.,0
455,"Ngonnnnn, dcm bán nhà cũng mua vé đi xem",1
457,Xem đài nắc vn ở sân nhà à:(,0
459,Ủa nay vn là lcp rồi à,0
463,An Lê tin juan nè anh :>,0
465,Doãn Hoàng Giang tái hiện đi xem như 10 năm trc ko bạn,0
467,"Phạm Trà My có xem đội nào ở LCP không
🙂‍↔️",0
469,Nguyễn Việt Khoa gân đàm lên ngôi?,0
471,"Đà Nẵng thì đẹp đấy, cơ mà không khí cổ vũ của khán giả thì...",0
473,Cố gắng tryhard marco thêm đi GAM ơi nếu nghiêm túc muốn đến MSI gác lại mấy cái content tào lao đi mấy cái content đó ko khiến fan vui bằng việc đội tuyển dành chiến thắng đâu.TẬP TRUNG VÀO!,0
475,Ngon luôn Gam đánh lag lag về nước sớm luôn,0
477,Cố gắng lên ae chứ CK xem 2 Đài đánh nhau ở VN chán lắm,0
479,Vừa tổ chức Liên quân xong,0
481,Bay một chuyến qué ta,0
483,Sao khum phải là SG,0
485,hóng hóng Gam ơi,0
493,Suji Rignu lại là tiên sơn nè a ơi,0
495,Hữu Công bạn đi với tôi nữa k,0
497,"Cmay bớt tự nhục dùm t cái, để mình t tự nhục được rồi",2
499,Lại quốc nhục à,0
501,đừng làm em buồn,0
503,Chết cũng phải đi,0
505,đã z,0
507,Cuộc Sống Mà coi chúng kết đài loan tại đất việt,0
509,"""Nấc"" từ ĐL về tận VN à",0
511,xem bàu bay nó dập từng đội vcs à kkkk,0
513,Ai đi xem khi 2 Đài vỗ nhau,0
515,Bao nhiều 1 vé nhỉ =))),0
517,"Thế mà chồng tôi bảo quà bất ngờ là mua vé cho tôi đi Đài Loan xem
Nguyễn Khánh Hiệp. Bất ngờ là sang đến nơi PO chuyển về Việt Nam đánh hẻ",0
519,Vé bnhieu nhỉ,0
521,“mà không có GAM”,0
523,Ơ ngonnnnn,0
525,GAM có đi được MSI không m.n?,0
527,Xuan Anh xem Việt Nam bị nắc,0
529,Huhu khum về HN à,0
531,Adam Tin juan không để đi đồn :)))),0
533,Xin vía team Flash 2019 đánh bại Đài nào,0
535,đây rồi,0
537,Thật sự thì mình chưa mạnh mà đã nhận làm ban tổ chức rồi. Chỉ fan khổ thôi,0
539,Thời gian khi nào v b,0
541,Hân Nguyễn hay đấy mà ko đi đc =)),0
543,Có được đánh để đi xem không :))),0
545,Anh Khoa hú a ơiiiiii,0
547,Thành Trung đi hem,0
549,Huy Tom bạn tôi,0
553,Nguyễn Hồng Quân đi 1 mình thì khỏi về nữa :)),0
555,Nguyễn Thanh Khoa dô,0
557,Nguyen Dinh Thanh Cong về dẫn đi coi GAM nè,0
559,Hưng Thịnh chơi lớn z,0
561,Năm nay chắc suất có 1 đội VCS .,0
563,Nguyễn Phúc Thiện bạn ơi đi xem thôi :))),0
565,Tùng Linh hẹ hẹ,0
567,"Valorant thì thư viện hàn quốc,giờ lol thư viện Đà Nẵng à",0
569,Tai Anh ê nha,0
571,bú bú,0
573,クレイ ジー đưa t đi xem đi em,0
575,Chớp Nhỏ nè e về ĐN đi,0
577,Tài Đinh Tặng anh vé,0
579,Nguyễn Phan Xuân Thành đơn giản rứa thâu hẹ hẹ hẹ,0
581,bị hai thằng đài nắc 3 thằng việt ở VN mới khắm,0
601,Hưng đi k,0
603,ngo n,0
605,Trần Hoàng bú,0
607,Linh Tran haizzzz,0
609,Mọi người đánh giá thế nào về màn ra quân của Emo ở mùa giải này? ,0
611,Đánh giá xong thì có được lên đánh chính hoặc xoay tua thường xuyên hơn k?,0
613,"Đánh giá của khán giả và fan như nào không quan trọng. Quan trọng là BHL nghĩ như nào cơ
. Quá mệt mỏi rồi, làm ơn để fan xem giải an ổn đi.",0
615,nói thật xem TSW đánh mà thấy nhục cho GAM,0
617,Vàng thử lửa mới rõ là sứt vụn hay nguyên chất chưa gì đã tự cao:))),0
619,đhs :)) cho thằng cu đánh vs đội yếu nó thắng thì lại khen ??? thằng aress đánh với chuối free có thua à :)) nhìn cả team gam nó đánh cứ tđn ấy :)) kiểu nó xước đcđ,2
621,Đánh giải trong nước còn phải chứng minh thực lực vẩn còn k đánh đc ra nước ngoài thì làm gì cười à. Tốt nhất là cơ câu lại đi phải biết thay đổi nhìn nhận đúng để cho tai năng mới phát huy để phát triển sau này,0
623,Nhìn chung là sáng hơn ở giao tranh ae nhỉ đi đường vẫn lép vế,0
625,Vote kick aress,0
627,Tối nay nhắn với Talon Ước gì được chọn,0
629,Để EMO thử sức 1 trận nào quan trọng máu lửa đi pls,0
631,Vẫn thua tiền mid kia nặng.,0
633,"Cần cải tổ một đội hình mới, để lại mỗi top và ad thôi",0
635,Tạm ko có tiếng bộ gì,0
637,Không có ý chê bạn Đại nhưng Thái Vinh đánh với anh Khánh vẫn hợp hơn,0
639,Hỏi làm cc j. Có khen thì lũ sv tụi m có cho thằng e ra đánh đâu. Phí lời,2
641,"Làm ơn giữ nguyên đi, đừng Bench Emo bắt chả làm content nữa ngán lắm rồi, muốn cầm bàn phím đánh game thôi",0
643,Hơi vấp. Nhưng nói chung là tròn vai. Về team thì t vẫn thấy có chút gì đó vội vàng trong những pha xử lý.,0
645,"bình thường, đối là DFM thì cũng chả đánh giá gì được nhiều",0
647,Cái tao qt là bao giờ thay HLV,0
649,Như emo đã nói tròn vai thôi,0
651,Levi già rồi,0
653,"lúc trước t cũng có cảm tình với Zeros, một phần vì SBTC như một gia đình, t thấy tất cả cũng dễ thương nhưng kể từ hôm 11/8 t đã ác cảm nặng với nhà bên đó vì độ toxic đứng nhất trong cộng đồng esport",0
657,"Cộng đồng Lol mình ơi, tôi thiết nghĩ là chúng ta đứng lên kháng chiến đi :))",0
659,"Mà ae có để ý 2 3 năm nay có cái trào lưu tư duy ngược kiểu thay vì mong nhiều người biết tới để game càng ngày càng phát triển thì chúng nó lại mong game ít người biết, không được lan truyền phổ biến rộng rãi không? Như kiểu bài nhạc hay không mong nh… See more",0
661,"Trụ Sở Pressing Ét Gờ Pê mình cầm cái page sgp fan thì cay cú đến mấy cũng ráng nín cái mỏ lại đi, pressing cái chuyện éo liên quan tới sgp chi cho bị chửi vậy =)) ngu thế ai mà đỡ cho được
đã thế admin lại còn là cam con, vỏ hoa con, trông có chán thế không chứ lị",2
663,"Hẳn là support T1 =))))))))))))))))))) Lệch mẹ sóng não chứ lệch mông cmg nữa, ói mười bãi",1
667,Thôi mà,0
669,Chi đó ? Xin lửa =)))),0
671,Lửa tàn chưa,0
673,Điện con là fan đội nào v ae,0
675,dhs var đến tận pết tôm con r =)))),1
677,đù má mấy con nwngs lz,1
679,Văn mẫu nhiều quá,0
683,"Đổ thêm dầu vào lửa đi quý page,tôi thích lắm :)))))",0
697,"GEN VS HLE t hóng BO5, đọ macro full 5 ván như đợt LCK CUP mãn nhãn",0
699,Hle vs GenG đáng xem đấy,0
701,Tcon tuần này nghe nhẹ nhàng hơn rồi,0
703,"Khả năng cao DNF sấp mặt 2 trận, tuần này +2 clip cho VT để Tcon ăn cơm rồi, DK mà lượn lên khéo đấm đc HLE",0
705,Cứ hết tiền net nhé 2 anh geng vs hle Ai win cũng đc Fan GenG,0
707,"T1 em xin các anh, em không muốn vào hanggg",0
709,Ae nha trang lập team đi xem geng đánh nào,0
711,Mở màn tuần 8 đã thế,0
713,Gen hle phải để 17h chứ,0
715,T tuần này dễ thở rồi,0
719,mở bát hle-geng=)),0
721,Cơ hội để + 2 điểm cho T1 của tui đây :)),0
723,mở đầu tuần 8 dữ vậy ạ:))),0
725,Tuần này T1 kèo mềm rồi,0
727,tuan nay nhe nhang cho Tcon roi,0
729,omg mai gặp GenG típ,0
731,HLE chồng ơi cố lên nha anh..,0
733,5 anh bảo hiểm ơi..,0
735,Giải cíu nhà cammm,0
737,Quỳnh Như ê tuần này hay zị,0
739,Hanwha Life Việt Nam nhắn tin tư vấn gói bảo hiểm trợ cấp tim phổi dùm em,0
741,Tcon vx chưa thể hết nghi ngờ,0
743,Nhà Cam mở bát ngon à nhen,0
745,Mở bat vàng cam luôn,0
747,tới nái,0
749,Bao giờ đánh playoff vậy mn,0
751,Thứ tư này hi vọng HLE kéo đến ván 3 để xem GenG chiến thắng 3-0,0
753,Nhà 5 cha bảo hiểm tuần này thở dốc :)))),0
755,Vãi lại HLE với DK,0
757,tuần này cam con kh thở nổi,0
759,DK đấm HLE nào letgooo,0
761,BFX lại cân ae nhà Tê à ;)),0
763,Tuần này bo 5 chưa mn hay vẫn bo 3,0
765,"Ngọc Lâm
c xin phép tag m, 2 trận hle kìa",0
767,mấy cha ơi cố lên,0
769,Thứ 4 chắc vào viện nằm chờ sẵn,0
771,3 ván là ngon =)) ai cast thứ 4 hãy chuẩn bị giọng cast 6 ván,0
773,Nhìn cái lịch sợ ơi sợ,0
775,Gà T1 nhìn DK với DRX thắng BFX chưa,0
777,"ngoài GenG, còn ngài morgan cũng căng",0
779,Mua oxi sẵn đi mng :)),0
783,Nguyễn Thị Bảo Ngọc thở oxi tiếp,0
785,HLE là đội tiếp theo bị nắc à,0
787,Ông Tê k +2 điểm thì đừng về nhà nữa,0
789,Phuong Chi chuẩn bị tinh thần đi cu,0
791,Nhật Phong hấp hối,0
793,Gen + HLE k để vào T7 CN làm Super Day mà để vào đầu tuần nhỉ ??,0
795,Tiếc Lck cup. Canyon vs Kiin đánh mơ ngủ thiệt. Duro thì mới vô k trách chứ 2 ông kia cũng thuộc kì cựu rồi mà toang quá,0
797,"Ụ má mai chiến GenG luôn ròi a loài da cam???
thoi thì cứ đánh căng vào kết quả sao cũng cũng đi",0
799,Rè xanh mắt lống gặp đáy xã hội + top 1 server luôn,0
813,"Ê mấy má, A50 hết rồi làm ơn đừng phiền người ta nữa. Đume t thấy phiền giùm luôn á, người ta bị thủ trưởng gọi lên nc vì mấy má xồn xồn rồi còn đ biết ngưng. Tha cho ảnh để ảnh yên ổn công tác đi mấy cha. Phiền vc luôn ý",1
815,Tất cả tại mấy con…,0
817,"Để yên cho người ta đi làm bảo vệ đất nước mấy cđ khùng ơi, có mê trai Quân Nhân quá thì qua mê J97 kìa =)))))",0
819,"Khổ thân cậu ấy, bỗng dưng dính vào phiền phức không đâu",0
821,"Lẽ ra càng kín càng tốt, đây cứ phơi ra môi trường quân đội nhìn vậy cứ cạnh tranh nhau lên quá nhiều. Càng nổi thì càng nhiều người đố kị. Cứ chờ mà x con đường thăng tiến sau còn gặp khó khăn nhiều, nó đè nó ép. Đúng mấy con nhền nhện chả biết cái gì, đâm ra hại ngta!",0
823,"Tha cho ổng đi mấy má ôi
báo gì báo dữ vậy. Hôm qua tui còn thấy trên top top có 1 chỗ in hình ổng thành tranh đính đá bán nữa kìa, ngta vào nhắc nhở shop đó nó trả treo không sót câu nào. Thấy tội nghiệp cho ổng lắm rồi đó. Để cho ổng sống yên ổn, c… See more",0
825,"Ko hiểu mấy đứa con gái bây giờ bị sao ấy nhỉ,thấy người ta là hú hét,chạy dí theo cho bằng đc quay video,xin chữ ký về làm cái qq j ko biết.",1
827,Tha cho ngta đi mấy con yêu nhền nhện ơi,0
829,Tưởng thế là hay,0
831,"Đề nghị cơ quan công an vào cuộc, phạt thật mạnh để răn đe",0
833,"Để cho ng ta công tác và làm việc đi ạ,đang yên đang lành,toàn mấy con hấp lol xong ảnh hưởng đến cả cá nhân và cả một quân đoàn! Chả đâu vào đâu",1
835,Nhiều con vô duyên và ko biết liêm sỉ tự trọng là gì.Như quấy rối td bạn H đó vậy.Bảo sao bọn TQ chúng nó coi rẻ phụ nữ Việt Nam như vậy. Hy vọng A80 các bạn Hà Nội đừng như vậy.,2
837,Lock hết vài page là bọn này sợ liền. Lợi dụng hình ảnh người khác kiếm view,0
839,Tôi hỏi các video trong quân đội dính tới chiến sĩ là ai quay share ra ngoài,0
841,Hôm qua t coi tiktok mới thấy má đó in hình ông này làm tranh đính đá,0
843,Tự hào sư 9 quân đoàn 4 cũ nơi tôi từng công tác,0
845,"Ns thẳng luôn đừng tự ái nha,mấy đứa con gái mà k phân biệt đc giữa gặp idol và gặp các đồng chí ntn thì ns thẳng ra là mấy đứa vô hc nhé,gđ thấy con e nào mà cà tưng cà giật la hét như bị thiểu năng khi gặp các đồng chí và đặc biệt còn up lên MXH thì … See more",1
847,Bữa thấy chị kia trên tiktok lấy hình của ảnh làm tranh đính đá để rao bán luôn,0
849,"Yêu quý để trong lòng thôi, đừng khiến người ta bị phiền. Nhìn bạn này bị cuốn thật sự ý, ko tỏ vẻ ta đây, rất điềm đạm, nhìn là biết con người sống nội tâm rồi. Kiểu người đàng hoàng, chững chạc, 1 bờ vai vững chắc cho cô gái nào lấy làm ck dựa vào ý.",0
851,Thì mấy má tém tém lại giùm đi. Tự trọng tí đi.,0
853,Còn mò lên tận đơn vị để chụp ảnh với tặng quà thì chịu rồi. Làm khùng làm điên,0
855,Cũng có đẹp đến mức nam thần đâu mà các cháu cứ phát rồ lên ấy nhỉ. Để yên cho ng ta công tác đi,0
857,Nói éo có văn hóa lòng tự trọng thì éo chịu mà giãy nãy lên,1
859,Đúng là ở hiền gặp phiền,0
861,Trang mình có đồ xinh,0
863,Phiền vậy bảo sao mặt ổng chán ko muốn nói,0
865,Đúng câu vui thôi đừng vui quá...,0
867,"Toàn mấy con nunglon thâm niên, rảnh hán:g gây phiền phức không à",1
869,"Còn lập group kêu gọi đóng góp mua quà tặng nữa, vậy mà cũng có mấy ngu ngục chuyển tiền thì t cũng bái phục",1
871,Cho lên phường hết mấy đứa giặc giời đấy đi ạ,0
